49,0,0,0,0,0,0,0,0
22,0.0,0,29.0,0,29.0,29.0,0.0,29.0
4,29.0,0,49.0,0,49.0,20.0,29.0,20.0
12,49.0,0,75.0,0,75.0,26.0,49.0,26.0
19,75.0,0,95.0,0,95.0,20.0,75.0,20.0
24,95.0,0,116.0,0,116.0,21.0,95.0,21.0
30,116.0,0,137.0,0,137.0,21.0,116.0,21.0
25,137.0,0,150.0,0,150.0,13.0,137.0,13.0
40,150.0,0,157.0,0,157.0,7.0,150.0,7.0
16,157.0,0,164.0,0,164.0,7.0,157.0,7.0
8,164.0,0,178.0,0,178.0,14.0,164.0,14.0
32,178.0,0,190.0,0,190.0,12.0,178.0,12.0
3,190.0,0,197.0,0,197.0,7.0,190.0,7.0
23,197.0,0,208.0,0,208.0,11.0,197.0,11.0
49,208.0,0,213.0,0,213.0,5.0,208.0,5.0
48,213.0,0,225.0,0,225.0,12.0,213.0,12.0
6,225.0,0,237.0,0,237.0,12.0,225.0,12.0
35,237.0,0,255.0,0,255.0,18.0,237.0,18.0
18,255.0,0,273.0,0,273.0,18.0,255.0,18.0
34,273.0,0,292.0,0,292.0,19.0,273.0,19.0
10,292.0,0,317.0,0,317.0,25.0,292.0,25.0
13,317.0,0,329.0,0,329.0,12.0,317.0,12.0
41,329.0,0,351.0,0,351.0,22.0,329.0,22.0
27,351.0,0,373.0,0,373.0,22.0,351.0,22.0
38,373.0,0,397.0,0,397.0,24.0,373.0,24.0
42,397.0,0,427.0,0,427.0,30.0,397.0,30.0
17,0.0,0,28.0,0,28.0,-28.0,0.0,-28.0
44,28.0,0,50.0,0,50.0,-22.0,28.0,-22.0
11,50.0,0,79.0,0,79.0,-29.0,50.0,-29.0
36,79.0,0,101.0,0,101.0,-22.0,79.0,-22.0
39,101.0,0,117.0,0,117.0,-16.0,101.0,-16.0
21,117.0,0,134.0,0,134.0,-17.0,117.0,-17.0
26,134.0,0,154.0,0,154.0,-20.0,134.0,-20.0
5,154.0,0,177.0,0,177.0,-23.0,154.0,-23.0
31,177.0,0,203.0,0,203.0,-26.0,177.0,-26.0
33,203.0,0,217.0,0,217.0,-14.0,203.0,-14.0
7,217.0,0,218.0,0,218.0,-1.0,217.0,-1.0
28,218.0,0,231.0,0,231.0,-13.0,218.0,-13.0
2,231.0,0,244.0,0,244.0,-13.0,231.0,-13.0
46,244.0,0,248.0,0,248.0,-4.0,244.0,-4.0
29,248.0,0,261.0,0,261.0,-13.0,248.0,-13.0
20,261.0,0,269.0,0,269.0,-8.0,261.0,-8.0
15,269.0,0,292.0,0,292.0,-23.0,269.0,-23.0
9,292.0,0,316.0,0,316.0,-24.0,292.0,-24.0
37,316.0,0,332.0,0,332.0,-16.0,316.0,-16.0
45,332.0,0,348.0,0,348.0,-16.0,332.0,-16.0
14,348.0,0,368.0,0,368.0,-20.0,348.0,-20.0
1,368.0,0,386.0,0,386.0,-18.0,368.0,-18.0
43,386.0,0,411.0,0,411.0,-25.0,386.0,-25.0
47,411.0,0,432.0,0,432.0,-21.0,411.0,-21.0
332918.0,0,0,0,0,0,0,0,0
