42,0,0,0,0,0,0,0,0
6,0.0,0,18.0,0,18.0,18.0,0.0,18.0
8,18.0,0,34.0,0,34.0,16.0,18.0,16.0
2,34.0,0,54.0,0,54.0,20.0,34.0,20.0
5,54.0,0,71.0,0,71.0,17.0,54.0,17.0
39,71.0,0,84.0,0,84.0,13.0,71.0,13.0
37,84.0,0,92.0,0,92.0,8.0,84.0,8.0
38,92.0,0,105.0,0,105.0,13.0,92.0,13.0
33,105.0,0,112.0,0,112.0,7.0,105.0,7.0
27,112.0,0,117.0,0,117.0,5.0,112.0,5.0
41,117.0,0,121.0,0,121.0,4.0,117.0,4.0
19,121.0,0,129.0,0,129.0,8.0,121.0,8.0
7,129.0,0,131.0,0,131.0,2.0,129.0,2.0
11,131.0,0,133.0,0,133.0,2.0,131.0,2.0
20,133.0,0,137.0,0,137.0,4.0,133.0,4.0
35,137.0,0,141.0,0,141.0,4.0,137.0,4.0
26,141.0,0,159.0,0,159.0,18.0,141.0,18.0
14,159.0,0,172.0,0,172.0,13.0,159.0,13.0
31,172.0,0,182.0,0,182.0,10.0,172.0,10.0
40,182.0,0,201.0,0,201.0,19.0,182.0,19.0
4,201.0,0,220.0,0,220.0,19.0,201.0,19.0
13,220.0,0,234.0,0,234.0,14.0,220.0,14.0
23,0.0,0,17.0,0,17.0,-17.0,0.0,-17.0
30,17.0,0,35.0,0,35.0,-18.0,17.0,-18.0
28,35.0,0,52.0,0,52.0,-17.0,35.0,-17.0
36,52.0,0,62.0,0,62.0,-10.0,52.0,-10.0
16,62.0,0,75.0,0,75.0,-13.0,62.0,-13.0
3,75.0,0,85.0,0,85.0,-10.0,75.0,-10.0
1,85.0,0,98.0,0,98.0,-13.0,85.0,-13.0
24,98.0,0,105.0,0,105.0,-7.0,98.0,-7.0
22,105.0,0,107.0,0,107.0,-2.0,105.0,-2.0
21,107.0,0,108.0,0,108.0,-1.0,107.0,-1.0
25,108.0,0,117.0,0,117.0,-9.0,108.0,-9.0
18,117.0,0,122.0,0,122.0,-5.0,117.0,-5.0
10,122.0,0,125.0,0,125.0,-3.0,122.0,-3.0
42,125.0,0,127.0,0,127.0,-2.0,125.0,-2.0
34,127.0,0,138.0,0,138.0,-11.0,127.0,-11.0
12,138.0,0,153.0,0,153.0,-15.0,138.0,-15.0
29,153.0,0,166.0,0,166.0,-13.0,153.0,-13.0
17,166.0,0,184.0,0,184.0,-18.0,166.0,-18.0
15,184.0,0,199.0,0,199.0,-15.0,184.0,-15.0
9,199.0,0,217.0,0,217.0,-18.0,199.0,-18.0
32,217.0,0,237.0,0,237.0,-20.0,217.0,-20.0
124042.5,0,0,0,0,0,0,0,0
