30,0,0,0,0,0,0,0,0
15,0.0,0,23.0,0,23.0,23.0,0.0,23.0
12,23.0,0,48.0,0,48.0,25.0,23.0,25.0
17,48.0,0,59.0,0,59.0,11.0,48.0,11.0
26,59.0,0,73.0,0,73.0,14.0,59.0,14.0
28,73.0,0,86.0,0,86.0,13.0,73.0,13.0
25,86.0,0,100.0,0,100.0,14.0,86.0,14.0
23,100.0,0,115.0,0,115.0,15.0,100.0,15.0
13,115.0,0,128.0,0,128.0,13.0,115.0,13.0
7,128.0,0,158.0,0,158.0,30.0,128.0,30.0
30,158.0,0,159.0,0,159.0,1.0,158.0,1.0
2,159.0,0,167.0,0,167.0,8.0,159.0,8.0
27,167.0,0,181.0,0,181.0,14.0,167.0,14.0
9,181.0,0,208.0,0,208.0,27.0,181.0,27.0
29,208.0,0,236.0,0,236.0,28.0,208.0,28.0
24,0.0,0,25.0,0,25.0,-25.0,0.0,-25.0
1,25.0,0,54.0,0,54.0,-29.0,25.0,-29.0
6,54.0,0,74.0,0,74.0,-20.0,54.0,-20.0
22,74.0,0,100.0,0,100.0,-26.0,74.0,-26.0
5,100.0,0,108.0,0,108.0,-8.0,100.0,-8.0
8,108.0,0,128.0,0,128.0,-20.0,108.0,-20.0
18,128.0,0,133.0,0,133.0,-5.0,128.0,-5.0
11,133.0,0,138.0,0,138.0,-5.0,133.0,-5.0
10,138.0,0,139.0,0,139.0,-1.0,138.0,-1.0
19,139.0,0,144.0,0,144.0,-5.0,139.0,-5.0
3,144.0,0,149.0,0,149.0,-5.0,144.0,-5.0
21,149.0,0,162.0,0,162.0,-13.0,149.0,-13.0
20,162.0,0,168.0,0,168.0,-6.0,162.0,-6.0
16,168.0,0,189.0,0,189.0,-21.0,168.0,-21.0
14,189.0,0,216.0,0,216.0,-27.0,189.0,-27.0
4,216.0,0,243.0,0,243.0,-27.0,216.0,-27.0
58922.0,0,0,0,0,0,0,0,0
