15,0,0,0,0,0,0,0,0
10,0.0,0,6.0,0,6.0,6.0,0.0,6.0
6,6.0,0,9.0,0,9.0,3.0,6.0,3.0
3,9.0,0,18.0,0,18.0,9.0,9.0,9.0
7,18.0,0,25.0,0,25.0,7.0,18.0,7.0
11,25.0,0,30.0,0,30.0,5.0,25.0,5.0
2,30.0,0,33.0,0,33.0,3.0,30.0,3.0
9,33.0,0,42.0,0,42.0,9.0,33.0,9.0
15,0.0,0,7.0,0,7.0,-7.0,0.0,-7.0
5,7.0,0,14.0,0,14.0,-7.0,7.0,-7.0
4,14.0,0,17.0,0,17.0,-3.0,14.0,-3.0
14,17.0,0,20.0,0,20.0,-3.0,17.0,-3.0
12,20.0,0,23.0,0,23.0,-3.0,20.0,-3.0
8,23.0,0,28.0,0,28.0,-5.0,23.0,-5.0
13,28.0,0,37.0,0,37.0,-9.0,28.0,-9.0
1,37.0,0,57.0,0,57.0,-20.0,37.0,-20.0
3195.0,0,0,0,0,0,0,0,0
