30,0,0,0,0,0,0,0,0
2,0.0,0,1.0,0,1.0,1.0,0.0,1.0
28,1.0,0,2.0,0,2.0,1.0,1.0,1.0
29,2.0,0,3.0,0,3.0,1.0,2.0,1.0
14,3.0,0,4.0,0,4.0,1.0,3.0,1.0
3,4.0,0,5.0,0,5.0,1.0,4.0,1.0
30,5.0,0,6.0,0,6.0,1.0,5.0,1.0
19,6.0,0,7.0,0,7.0,1.0,6.0,1.0
25,7.0,0,8.0,0,8.0,1.0,7.0,1.0
9,8.0,0,9.0,0,9.0,1.0,8.0,1.0
13,9.0,0,10.0,0,10.0,1.0,9.0,1.0
6,10.0,0,11.0,0,11.0,1.0,10.0,1.0
18,11.0,0,12.0,0,12.0,1.0,11.0,1.0
1,12.0,0,13.0,0,13.0,1.0,12.0,1.0
24,13.0,0,14.0,0,14.0,1.0,13.0,1.0
17,14.0,0,15.0,0,15.0,1.0,14.0,1.0
5,0.0,0,1.0,0,1.0,-1.0,0.0,-1.0
21,1.0,0,2.0,0,2.0,-1.0,1.0,-1.0
20,2.0,0,3.0,0,3.0,-1.0,2.0,-1.0
4,3.0,0,4.0,0,4.0,-1.0,3.0,-1.0
27,4.0,0,5.0,0,5.0,-1.0,4.0,-1.0
16,5.0,0,6.0,0,6.0,-1.0,5.0,-1.0
8,6.0,0,7.0,0,7.0,-1.0,6.0,-1.0
11,7.0,0,8.0,0,8.0,-1.0,7.0,-1.0
7,8.0,0,9.0,0,9.0,-1.0,8.0,-1.0
10,9.0,0,10.0,0,10.0,-1.0,9.0,-1.0
22,10.0,0,11.0,0,11.0,-1.0,10.0,-1.0
23,11.0,0,12.0,0,12.0,-1.0,11.0,-1.0
12,12.0,0,13.0,0,13.0,-1.0,12.0,-1.0
26,13.0,0,14.0,0,14.0,-1.0,13.0,-1.0
15,14.0,0,15.0,0,15.0,-1.0,14.0,-1.0
4115.0,0,0,0,0,0,0,0,0
