30,0,0,0,0,0,0,0,0
24,0.0,0,25.0,0,25.0,25.0,0.0,25.0
12,25.0,0,50.0,0,50.0,25.0,25.0,25.0
22,50.0,0,76.0,0,76.0,26.0,50.0,26.0
26,76.0,0,90.0,0,90.0,14.0,76.0,14.0
23,90.0,0,105.0,0,105.0,15.0,90.0,15.0
18,105.0,0,110.0,0,110.0,5.0,105.0,5.0
8,110.0,0,130.0,0,130.0,20.0,110.0,20.0
19,130.0,0,135.0,0,135.0,5.0,130.0,5.0
30,135.0,0,136.0,0,136.0,1.0,135.0,1.0
2,136.0,0,144.0,0,144.0,8.0,136.0,8.0
13,144.0,0,157.0,0,157.0,13.0,144.0,13.0
21,157.0,0,170.0,0,170.0,13.0,157.0,13.0
28,170.0,0,183.0,0,183.0,13.0,170.0,13.0
9,183.0,0,210.0,0,210.0,27.0,183.0,27.0
14,210.0,0,237.0,0,237.0,27.0,210.0,27.0
15,0.0,0,23.0,0,23.0,-23.0,0.0,-23.0
1,23.0,0,52.0,0,52.0,-29.0,23.0,-29.0
6,52.0,0,72.0,0,72.0,-20.0,52.0,-20.0
17,72.0,0,83.0,0,83.0,-11.0,72.0,-11.0
5,83.0,0,91.0,0,91.0,-8.0,83.0,-8.0
7,91.0,0,121.0,0,121.0,-30.0,91.0,-30.0
11,121.0,0,126.0,0,126.0,-5.0,121.0,-5.0
3,126.0,0,131.0,0,131.0,-5.0,126.0,-5.0
10,131.0,0,132.0,0,132.0,-1.0,131.0,-1.0
27,132.0,0,146.0,0,146.0,-14.0,132.0,-14.0
25,146.0,0,160.0,0,160.0,-14.0,146.0,-14.0
20,160.0,0,166.0,0,166.0,-6.0,160.0,-6.0
16,166.0,0,187.0,0,187.0,-21.0,166.0,-21.0
29,187.0,0,215.0,0,215.0,-28.0,187.0,-28.0
4,215.0,0,242.0,0,242.0,-27.0,215.0,-27.0
57624.0,0,0,0,0,0,0,0,0
